text,pattern_type,trigger_keyword,is_dark_pattern,source_url,platform
Screen is goodSounds is very good Battery life great.,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"I think its justwaste of money, the speakers are rattling on the higher volumes, and the battery life is also not as expected.",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Grocery & Gourmet Foods,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"Sports, Fitness & Outdoors",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Battery: It sips battery life and I can easily last a day of extensive graphic designing and editing and a few hours worth of calls and still have a little below 50% left!,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
1 star,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Thats it.,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
List unavailable.,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Mobiles & Tablets,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Secure transaction,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Get to Know UsAbout AmazonCareersPress ReleasesAmazon Science,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"Beauty, Health and Groceries",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Twitter,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
6 negative,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"Refunds are applicable only if determined that the item was not damaged while in your possession, or is not different from what was shipped to you.",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
value of money,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"Sorry, we failed to record your vote. Please try again",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Compare with similar items,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
5 star4 star3 star2 star1 star5 star83%10%3%0%4%83%,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Reviewed in India on 11 July 2021,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Image UnavailableImage not available forColour:,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Colour,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
›See more product details,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Car & Motorbike,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Good Product,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"It’s a bit heavy at 1.4kg but if most of your work is mostly desk orientated, then it shouldn’t be a problem.",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"AbeBooksBooks, art& collectibles",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Search,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Amazon App Download,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
I must say - if you are looking for something Amazing then this product is for you.,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"Sorry, there was a problem.List unavailable.",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
4.6 out of 5,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"42 customers mention performance, 34 positive, 8 negative42 customers mention ""Performance""34 positive8 negative",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"Brief content visible, double tap to read full content.",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Sell on Amazon,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"13 customers mention ""Screen quality""",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
VIDEOS360° VIEWIMAGES,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
AI Generated from the text of customer reviews,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Select the department you want to search in,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Value for money(13),,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Search Amazon.in,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"I was former user of Mackbook Pro and I was thinking, to change my old system due to new business standards but I was little hesitate in purchasing the Pro version due to its high cost.",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Video Games,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"Get more done with up to 20 hours of battery life, the longest ever in a Mac",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Scalable CloudComputing Services,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Superfast SSD storage launches apps and opens files in an instant,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
AI Generated from the text of customer reviewsGenerated from the text of customer reviews,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
...Super agile with mobility and weight.Battery backup is awesome( charge once in a day with normal coding and youtube music for a data scientist),,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"30 customers mention ""Battery life""",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
DesignerFashion Brands,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
4.64.6 out of 5 stars,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"If you do not receive a response from the seller for your return request within two business days, you can submit an A-to-Z Guarantee claim. Learn more aboutreturning seller fulfilled items.",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
16-core Neural Engine for advanced machine learning,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"Sorry, there was an error",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Filtering customer reviewsLoading customer reviews,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Clothing and Accessories,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Cartshift+alt+C,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"Home, Kitchen and Pets",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Battery life(30),,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Battery backup is awesome,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Customer reviews,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Previous slide,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Try again,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Release Date,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"VIDEOImage UnavailableImage not available forColour:2020 Apple MacBook Pro (13.3-inch/33.78 cm, Apple M1 chip with 8‑core CPU and 8‑core GPU, 8GB RAM,Amazon VideosVIDEOS360° VIEWIMAGES",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Image not available forColour:,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
4 star,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
83%10%3%0%4%10%,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Amazon Customer5.0 out of 5 stars,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"Thickness: weight management is perfect, not at all bulky. Its a very powerful and light machine",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Amazon Videos,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"Refunds applicable only if it has been determined that the item was not damaged while in your possession, or is not different from what was shipped to you.",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Computers and Accessories,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"Watches30 Days, Returnable",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Read moreRead less,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
8-core CPU delivers up to 2.8x faster performance to fly through workflows quicker than ever,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
4.6 out of 5 stars4.6 out of 5865 global ratings,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
MacBook,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
One person found this helpful,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"System on Chip (SoC), Apple M1 chip, 8-core CPU with 4 performance cores and 4 efficiency cores, 16-core Neural Engine",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
7 positive,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
8.36 inches (21.24 cm),,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"Movies, TV& Celebrities",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
83%10%3%0%4%3%,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Excellent battery life,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"52 customers mention quality, 49 positive, 3 negative",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Reviewed in India on 3 July 2021,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"Hello, sign in",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"""I bought a 512 GB / 8 GB MAC model (Space Grey) Macbook Pro M1.Great product, faster than many MAC models....""Read more",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"For few products, we may schedule a technician visit to your location. On the basis of the technician's evaluation report, we will provide resolution.",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Toys and Baby Products,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Mobiles,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"Video Games (Accessories and Games)10 Days ReturnableYou can ask for a replacement or refund if you receive a damaged, defective or incorrect product.",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Generated from the text of customer reviews,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Loading customer reviews,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
VIDEO,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
English,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"What is in the box?13-inch MacBook Pro, USB-C Charge Cable (2 m), 61W USB-C Power Adapter",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Handbags and LuggageLuggage and Handbags30 Days ReturnableAny luggage items with locks must be returned unlocked.,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Show More,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"""I am reviewing after 2 month use -Itsvalue of money💸. Its better for machine learning. Battery backup is also very good more than 20hrs .""Read more",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"Conditions of Use & SalePrivacy NoticeInterest-Based Ads© 1996-2026, Amazon.com, Inc. or its affiliates",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Return the Shoes in the original condition with the brand box to avoid pickup cancellation. We will not process a refund if the pickup is cancelled owing to missing MRP tag.,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Baby,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Only if you need consistent high performance for prolonged period then buy this pro model else go with macbook air model,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
shift+alt+O,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Luggage and Handbags30 Days ReturnableAny luggage items with locks must be returned unlocked.,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Tap on the category links below for the associated return window and exceptions (if any) for returns.,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Return the speakers in the original condition in brand box to avoid pickup cancellation. We will not process a replacement if the pickup is cancelled owing to missing/ damaged box.,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Amazon Pay,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Back to top,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
excellent product,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"...Anyway, overall, a Mac is a Mac, and it is an",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Next slide,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Handbags and Luggage,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Toys & Games,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Reviewed in India on 27 January 2022,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Product summary,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Unable to add item to Wish List. Please try again.,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Reviewed in India on 2 May 2021,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
RAM Memory Installed Size,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"For seller-fulfilled items from Sports collectibles and Entertainment collectibles categories, the sellers need to be informed of the damage / defect within 10 days of delivery.",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Manish Gupta,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
alt+/,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Add to Wish List,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Product information,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"42 customers mention ""Performance""",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
83%10%3%0%4%4%,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Best investment ever.,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Your recently viewed items and featured recommendations,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
5 star4 star3 star2 star1 star2 star,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"Two Thunderbolt / USB 4 ports with support for: Charging, DisplayPort, Thunderbolt 3 (up to 40 Gbps), USB 3.1 Gen 2 (up to 10 Gbps)",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
anju v.,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Ordersshift+alt+O,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Apple Products,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Electronics,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
iPod touch,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
4 out of 5 stars,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
If you do lots of editing,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Sree Harsha,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
-without Google search it is highly impossible at the beginning to work with mac but once you're familiar it's worth it,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Learn more,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
From the Brand,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Help,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
About Amazon,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
1 Year Warranty,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
", the speakers are rattling on the higher volumes, and the battery life is also not as expected.",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Software products that are labeled as not returnable on the product detail pages are not eligible for returns.,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
8 GB,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"After viewing product detail pages, look here to find an easy way to navigate back to pages you are interested in.",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Let Us Help You,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"Summary : great buy, amazon did fulfill the needs got it for reduced amount with all the offer, if you're looking for a coding laptop this is the one",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
...5. quick charging & magsafe port. 6.,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
View Image Gallery,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
5 out of 5 starsBest Purchase Ever!Reviewed in India on 15 April 2021Verified Purchase,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
I tried to go back to windows for a work but made me realise as if i am using some old machine from past. ( windows laptop that i was using was also launched this year with latest specifications),,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Occupational Health & Safety Products10 Days Returnable,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Custom Products,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Mac Desktops,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"Sorry, there was a problem.",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
best laptop,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Videos,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
anti reflective,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Sumit Yadav,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"Books10 Days ReturnableYou can return if you receive a damaged, defective or incorrect product.",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
See more,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Account & Lists,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"Customers are satisfied with the MacBook Pro's battery life, describing it as a beast with quick charging capabilities.",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
", with all it's m1 max and shared fast ram, formidable. 5. quick charging & magsafe port. 6....",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"42 customers mention performance, 34 positive, 8 negative",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Returns Policy,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Books,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Great performance,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Front camera though looks blurry in medium/low light,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Sonia W,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
5 star4 star3 star2 star1 star1 star,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"...Anyway, overall, a Mac is a Mac, and it is anexcellent product.",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
battery life,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Dont stretch your budget if you can afford macbook air M1,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"""...The pros of this machine: 1.battery life, nothing comes close to apple silicon. 2. macos, love it, hate it....""Read more",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
I am reviewing after 2 month use -Itsvalue of money💸. Its better for machine learning. Battery backup is also very good more than 20hrs .,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"-not an easy task to get adjusted, takes time but worth it",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
I am reviewing after 2 month use -Its,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"Movies, MusicNot Returnable",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
( charge once in a day with normal coding and youtube music for a data scientist),,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Returning Seller Fulfilled Items,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
and that is a total disappointment when you are...,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Return the watch in the original condition in brand box to avoid pickup cancellation. We will not process a replacement if the pickup is cancelled owing to missing/damaged contents.,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"Car, Motorbike and Industrial",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Advertise Your Products,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
DownloadAudio Books,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Report an issue with this product,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Thank you. We'll investigate in the next few days.,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"""...5. quick charging & magsafe port. 6.excellent screen, hdr at 1600 nits is quite something....""Read more",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Read Full Return Policy,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Conditions of Use & Sale,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"2020 Apple MacBook Pro (13.3-inch/33.78 cm, Apple M1 chip with 8‑core CPU and 8‑core GPU, 8GB RAM,Amazon Videos",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Power Banks: 10 Days; Replacement only,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Today's Deals,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Items marked as non-returnable on detail page are not eligible for return.,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Core M Family,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
IMAGES,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Reviewed in India on 15 April 2021,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Thebest laptopanyone can get in the market,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
In the Box,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"...4.speed, with all it's m1 max and shared fast ram, formidable. 5. quick charging & magsafe port. 6....",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"If you report an issue with your Furniture,we may schedule a technician visit to your location. On the basis of the technician's evaluation report, we will provide resolution.",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Cons:,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
See all photos,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
shift+alt+K,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Screen Size,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
0Cart,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Apple,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Less ports,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Let Us Help YouYour AccountReturns CentreRecalls and Product Safety Alerts100% Purchase ProtectionAmazon App DownloadHelp,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"""Battery life is lessthan they say Only 10 to 12 hrs.""Read more",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
(13),,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
India,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Previous slideNext slide,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Home Improvement,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
contact Apple Customer Service.,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Operating System,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Keyboard shortcuts,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
MacBook Pro,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Brand,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Fulfilment by Amazon,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Add to cartshift+alt+K,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Go for Pro model if your budget allows,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
View Image GalleryAmazon Customer5.0 out of 5 starsImages in this review,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Gift Cards,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
...then I highly recommend you switch to Apple Silicon because these are,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"For software-related technical issues or installation issues in items belonging to the Software category, pleasecontact the brand directly.",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Home,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"""...Super agile with mobility and weight.Battery backup is awesome( charge once in a day with normal coding and youtube music for a data scientist)""Read more",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
ShopbopDesignerFashion Brands,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
(42),,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"**For products worth more than INR 25000, we only offer Self-Return option.",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Images in this review,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
perfect screen size and lightweight,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"VIDEOImage UnavailableImage not available forColour:2020 Apple MacBook Pro (13.3-inch/33.78 cm, Apple M1 chip with 8‑core CPU and 8‑core GPU, 8GB RAM,Amazon Videos",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"""...Great product, faster than many MAC models.Front camera though looks blurry in medium/low lightand that is a total disappointment when you are...""Read more",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Technical DetailsManufacturer‎AppleItem model number‎MYD92HN/AProduct Dimensions‎34.1 x 24.8 x 7.4 cm; 2.44 kgASIN‎B08N5WRWNW,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Battery life : not able to kill it in a day even after intensive work ( including editing in final cut pro ),,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
If you are exporting no HDR file then rendering and exporting is hyper fast.,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Using it from past 20 days must sayperformance& battery backup is awesome . Worth the buy,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Both are equally powerful.,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
...4.,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"""I think its justwaste of money, the speakers are rattling on the higher volumes, and the battery life is also not as expected.""Read more",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"30 customers mention battery life, 24 positive, 6 negative30 customers mention ""Battery life""24 positive6 negative",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Your Account,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"2 Days, RefundRefunds are applicable only if determined that the item was not damaged while in your possession, or is not different from what was shipped to you.",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
I bought a 512 GB / 8 GB MAC model (Space Grey) Macbook Pro M1.,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Press Releases,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Amazon Pay on Merchants,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Integrated,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
camera could have been better with 1080p,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
34 positive,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
All photos,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Akash Kriplani,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Screen is good,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"2 Days, Refund",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
I switched from Windows to macos in recent times and here is my review:,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"Used Laptops10 Days RefundRefunds will be issued only if it is determined that the item was not damaged while in your possession, or is not different from what was shipped to you.",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"""Best investment ever.""Read more",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Apple TV,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Cart,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
shift+alt+H,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"This item is eligible for free replacement, within 10 days of delivery, in an unlikely event of damaged, defective or different/wrong item delivered to you. .",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
& Orders,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
Reviews with images,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
17 people found this helpful,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"""...-camera could have been better with 1080pbut you can't expect more with this price -touch pad works well, doesn't affect your woek style...""Read more",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"13 customers mention screen quality, 7 positive, 6 negative13 customers mention ""Screen quality""7 positive6 negative",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
VIDEOS,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
excellent screen,,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"-I do coding everyday and performance is way better than Windows, on screen time is 2 3 days for me with battery",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
"""...Great audio Good camera Decent KeyboardGreat performance""Read more",,,0,https://www.amazon.in/dp/B08N5WRWNW,amazon
